TechRep,Sample.Name,Standard,TissueWeight,Solvent,Area.Xanthophyll,Lutein Conversion,ug/g dry Lutein,Area.Lycopene,Lycopene Conversion,ug/g dry Lycopene,Area.zeta-Carotene,Zeta Conversion,ug/g dry Zeta,Area.alpha-Carotene,Alpha Conversion,ug/g dry Alpha,Area.beta-Carotene,Beta Conversion,ug/g dry Beta,Area.Phytoene,Phytoene Conversion,ug/g dry Phytoene,Total
80587,80587,21462.03916,0.097,1.766312595,12403,0.57790408,10.52329129,,0,0,,0,0,9883,0.460487465,8.385204213,25359,1.181574584,21.51577392,,0,0,40.42426943
80587,80587,21462.03916,0.097,1.766312595,11495,0.535596824,9.752901187,,0,0,,0,0,9210,0.429129773,7.814199211,23973,1.116995446,20.33982602,,0,0,37.90692642
80588,80588,21462.03916,0.097,1.766312595,27214,1.26800626,23.08964358,,0,0,,0,0,229026,10.67121341,194.3164808,426064,19.8519813,361.4928309,,0,0,578.8989553
80588,80588,21462.03916,0.097,1.766312595,25495,1.187911354,21.63116275,,0,0,,0,0,214885,10.01232914,182.3185882,404202,18.83334556,342.944077,,0,0,546.893828
80589,80589,21462.03916,0.104,1.770864947,230362,10.73346285,182.7645492,21625,1.00759298,17.1568374,216149,10.07122382,171.4882426,279253,13.01148497,221.5536793,689892,32.14475544,547.3463522,109249,5.09033644,86.67594585,1226.985607
80589,80589,21462.03916,0.104,1.770864947,235145,10.95632145,186.5592846,,0,0,223342,10.40637371,177.1950233,291076,13.56236459,230.9338082,716182,33.36970894,568.2043062,113271,5.277737085,89.86691926,1252.759342
80590,80590,21462.03916,0.102,1.77693475,33475,1.559730637,27.17195655,,0,0,,0,0,147150,6.856291656,119.4429696,231542,10.78844365,187.9447099,,0,0,334.559636
80590,80590,21462.03916,0.102,1.77693475,33099,1.542211332,26.86675399,,0,0,,0,0,148861,6.93601381,120.8318036,231137,10.76957312,187.6159678,,0,0,335.3145253
80591,80591,21462.03916,0.1,1.764795144,76895,3.582837559,63.22974327,,0,0,,0,0,112585,5.245773673,92.57715906,232141,10.81635339,190.8864794,17205,0.801647964,14.14744435,360.8408261
80591,80591,21462.03916,0.1,1.764795144,75286,3.507867982,61.90668381,,0,0,,0,0,109220,5.088985217,89.81016399,227542,10.60206807,187.1047824,16098,0.750068522,13.23717286,352.0588031
80592,80592,21462.03916,0.103,1.573596358,50040,2.331558508,35.6206988,18786,0.875312912,13.37271079,,0,0,502041,23.39204566,357.3751249,680878,31.72475807,484.6792598,57097,2.660371625,40.64418544,931.6919797
80592,80592,21462.03916,0.103,1.573596358,51143,2.382951574,36.40586329,18433,0.858865267,13.12142968,,0,0,514982,23.99501726,366.5871045,695967,32.42781335,495.4202815,59311,2.763530509,42.22020917,953.7548881
80593,80593,21462.03916,0.103,1.705614568,36506,1.700956732,28.16676293,13728,0.639640991,10.59204847,,0,0,393333,18.32691652,303.4820951,487687,22.72323689,376.2823676,,0,0,718.5232741
80593,80593,21462.03916,0.103,1.705614568,35722,1.664427119,27.56185573,12738,0.593513035,9.828198821,,0,0,388896,18.12017941,300.0586598,476381,22.19644631,367.5590503,,0,0,705.0077647
80594,80594,25198.08381,0.1,1.679817906,36338,1.442093783,24.22454958,28499,1.130998699,18.99871866,,0,0,919575,36.49384639,613.0301663,1187876,47.14152111,791.8917128,26405,1.047897142,17.60276382,1465.747911
80594B,80594,25198.08381,0.1,1.679817906,41962,1.665285357,27.97376162,32856,1.303908672,21.90329135,,0,0,971838,38.56793268,647.871039,1272752,50.50987248,848.4738822,27785,1.102663211,18.52273406,1564.744708
80601,80601,25198.08381,0.097,1.719271624,240674,9.551281828,169.2912146,50228,1.993326174,35.33060957,211782,8.404686705,148.968447,454684,18.04438795,319.8268472,1186775,47.09782732,834.7830726,238199,9.453060073,167.5502881,1675.750479
80601B,80601,25198.08381,0.097,1.719271624,251380,9.976155405,176.821865,53821,2.135916382,37.85794253,213583,8.476160394,150.2352788,466377,18.50843118,328.0517579,1210844,48.05301899,851.7133195,243928,9.680418631,171.5800934,1716.260257
80603,80603,25198.08381,0.097,1.742033384,13421,0.532619865,9.565377175,,0,0,,0,0,79297,3.146945641,56.51633364,122529,4.862631656,87.32852245,,0,0,153.4102333
80603B,80603,25198.08381,0.097,1.742033384,11868,0.470988195,8.458527405,,0,0,,0,0,73123,2.90192701,52.11601782,107526,4.267229239,76.63562671,,0,0,137.2101719
80604,80604,25198.08381,0.101,1.766312595,116562,4.625827935,80.89760538,19311,0.766367798,13.40242667,,0,0,202471,8.035174481,140.521088,568752,22.57124011,394.7313434,12603,0.500157079,8.746868796,638.2993323
80604B,80604,25198.08381,0.101,1.766312595,117443,4.660790911,81.50904642,20079,0.796846306,13.93544224,,0,0,199585,7.920641962,138.5181154,562171,22.31006946,390.1639275,,0,0,624.1265315
80606,80606,25198.08381,0.1,1.743550835,78457,3.113609772,54.28736917,12050,0.478210966,8.337851288,,0,0,137551,5.458788098,95.17674544,288844,11.46293513,199.862101,,0,0,357.6640669
80606B,80606,25198.08381,0.1,1.743550835,84705,3.361565135,58.61059696,9355,0.371258389,6.473078739,,0,0,132313,5.250915149,91.5523749,286292,11.36165758,198.0962756,,0,0,354.7323262
80607,80607,25198.08381,0.103,1.75569044,7665,0.304189797,5.185078821,,0,0,,0,0,40281,1.598573935,27.24855316,46634,1.850696281,31.54611425,,0,0,63.97974624
80607B,80607,25198.08381,0.103,1.75569044,8151,0.323476978,5.513839201,,0,0,,0,0,35567,1.411496218,24.05971278,45690,1.813233115,30.90753442,,0,0,60.4810864
80608,80608,25198.08381,0.1,1.757207891,33377,1.324584847,23.27570946,,0,0,,0,0,129410,5.135707976,90.24506579,217089,8.615297958,151.3886955,,0,0,264.9094708
80608B,80608,25198.08381,0.1,1.757207891,32978,1.30875031,22.99746372,,0,0,,0,0,124378,4.936010251,86.73596162,213850,8.486756438,149.1299538,,0,0,258.8633791
80609,80609,25198.08381,0.101,1.73292868,38474,1.526862133,26.19745724,26475,1.050675131,18.02717888,,0,0,591396,23.46987987,402.6893855,754999,29.96255611,514.0888396,,0,0,961.0028613
80609B,80609,25198.08381,0.101,1.73292868,41037,1.628576217,27.94263795,30924,1.227236175,21.05656203,,0,0,606210,24.05778172,412.7764347,769638,30.54351298,524.056729,,0,0,985.8323637
80610,80610,25198.08381,0.1,1.740515933,13171,0.522698476,9.097650253,,0,0,,0,0,8793,0.348955106,6.073619215,22521,0.893758437,15.556008,,0,0,30.72727747
80610B,80610,25198.08381,0.1,1.740515933,13870,0.55043868,9.580472934,,0,0,,0,0,13983,0.554923148,9.658525814,26002,1.031903862,17.96045113,,0,0,37.19944988
80611,80611,25198.08381,0.098,1.729893778,124984,4.960059699,87.55486137,32195,1.277676519,22.55351694,28951,1.148936571,20.2810023,256256,10.16966218,179.5146463,879269,34.89428032,615.9530452,36921,1.465230463,25.86421491,951.721287
80611B,80611,25198.08381,0.098,1.729893778,116874,4.638209829,81.87357476,31112,1.23469706,21.79484451,26786,1.063017339,18.76435797,242454,9.62192212,169.8459511,836744,33.20665199,586.1630682,35300,1.400900174,24.72865812,903.1704547
80612,80612,25198.08381,0.098,1.743550835,276330,10.96631006,195.1052965,59915,2.377760168,42.30352781,117864,4.677498531,83.21894354,910983,36.15286808,643.207789,1063053,42.18785079,750.5781883,89940,3.569319027,63.50295071,1777.916696
80612B,80612,25198.08381,0.098,1.743550835,280709,11.14009312,198.1971291,61185,2.428160826,43.2002228,119283,4.733812336,84.22084133,918464,36.44975574,648.4898167,1065576,42.28797745,752.3595753,91148,3.617259181,64.35587003,1790.823455
80613,80613,25198.08381,0.1,1.751138088,59393,2.357044307,41.27510062,,0,0,,0,0,46061,1.827956457,32.01004175,110189,4.372911878,76.57572545,,0,0,149.8608678
80613B,80613,25198.08381,0.1,1.751138088,55642,2.208183782,38.66834725,,0,0,,0,0,44842,1.779579762,31.16289903,104890,4.16261811,72.89319118,,0,0,142.7244375
80614,80614,25198.08381,0.102,1.751138088,60442,2.398674457,41.18049218,13966,0.554248494,9.515349488,,0,0,155787,6.182493922,106.1411822,486480,19.30622994,331.4497508,,0,0,488.2867746
80614B,80614,25198.08381,0.102,1.751138088,59918,2.377879225,40.82347921,13235,0.525238351,9.017302769,,0,0,151725,6.021291188,103.3736504,474306,18.82309796,323.1553311,,0,0,476.3697635
80615,80615,25198.08381,0.1,1.723823976,4684,0.185887151,3.20436727,,0,0,,0,0,,0,0,7673,0.304507281,5.249169526,,0,0,8.453536796
80615B,80615,25198.08381,0.1,1.723823976,4723,0.187434887,3.231047527,,0,0,,0,0,,0,0,,0,0,,0,0,3.231047527
80616,80616,25198.08381,0.097,1.737481032,109722,4.354378723,77.99639625,28440,1.128657251,20.21670685,48067,1.907565685,34.16865149,635749,25.23005339,451.9251465,857423,34.02730963,609.5031449,,0,0,1193.810046
80616B,80616,25198.08381,0.097,1.737481032,106029,4.207819959,75.37120995,26617,1.05631048,18.92081879,47604,1.889191272,33.83952578,608969,24.16727417,432.8884584,823644,32.68677119,585.4911849,,0,0,1146.511198
80618,80618,25198.08381,0.103,1.701062215,92975,3.689764694,60.93708063,18692,0.741802438,12.25099125,36136,1.4340773,23.6840263,392626,15.58158164,257.3324251,714862,28.36969689,468.5302859,,0,0,822.7348091
80618B,80618,25198.08381,0.103,1.701062215,89471,3.550706501,58.64051133,16668,0.66147887,10.92443409,32840,1.303273703,21.52378304,377580,14.98447274,247.4710718,683634,27.13039631,448.0630296,,0,0,786.6228299
80620,80620,25198.08381,0.099,1.749620637,68431,2.715722375,47.99478699,26868,1.066271555,18.84414866,,0,0,419315,16.64074948,294.090896,542245,21.51929504,380.3091182,25621,1.016783665,17.96955236,759.2085023
80620B,80620,25198.08381,0.099,1.749620637,64111,2.544280767,44.96491047,24750,0.982217544,17.35866753,,0,0,390215,15.48589976,273.6813112,516395,20.49342338,362.1789544,24304,0.964517786,17.04586084,715.2297044
80621,80621,25198.08381,0.101,1.737481032,9241,0.366734235,6.308849285,,0,0,,0,0,,0,0,,0,0,,0,0,6.308849285
80621B,80621,25198.08381,0.101,1.737481032,7601,0.301649921,5.189217986,,0,0,,0,0,,0,0,,0,0,,0,0,5.189217986
80622,80622,25198.08381,0.101,1.719271624,61890,2.456139144,41.80960727,14286,0.566947872,9.650865235,,0,0,244421,9.699983611,165.1178869,477056,18.93223324,322.2737761,,0,0,538.8521355
80622B,80622,25198.08381,0.101,1.719271624,60731,2.410143583,41.02664823,13802,0.547740062,9.32390046,,0,0,240195,9.532272446,162.263025,467274,18.54402912,315.6655748,,0,0,528.2791485
80623,80623,25198.08381,0.099,1.725341426,251671,9.987703902,174.0626192,,0,0,,0,0,117429,4.660235313,81.21714184,196856,7.812340076,136.1510502,,0,0,391.4308112
80623B,80623,25198.08381,0.099,1.725341426,239578,9.507786457,165.6987661,,0,0,,0,0,109753,4.355608975,75.9082081,188665,7.487275676,130.4859282,,0,0,372.0929025
80624,80624,25198.08381,0.102,1.748103187,243815,9.675934163,165.8287387,137233,5.446168091,93.33788034,457520,18.1569362,311.178412,1914831,75.99113545,1302.356334,2633531,104.5131455,1791.174144,198382,7.872900237,134.9278627,3798.803372
80624B,80624,25198.08381,0.102,1.748103187,233722,9.275387833,158.9640689,131178,5.205872041,89.21962259,426577,16.92894599,290.1327886,1802196,71.5211527,1225.748578,2432958,96.55329422,1654.756091,188253,7.470925226,128.0387078,3546.859857
80625,80625,25198.08381,0.103,1.694992413,50639,2.009636938,33.07106177,,0,0,,0,0,101212,4.01665463,66.0990206,323235,12.82776113,211.0966775,,0,0,310.2667599
80625B,80625,25198.08381,0.103,1.694992413,49636,1.969832324,32.41602761,9908,0.393204502,6.470666484,,0,0,97998,3.889105248,64.00003775,312005,12.38209232,203.762646,,0,0,306.6493778
80626,80626,25198.08381,0.099,1.670713202,127368,5.054670068,85.30206074,26415,1.048293997,17.69089516,117691,4.670632929,78.82109188,845597,33.55798823,566.3209492,1622815,64.40231774,1086.84649,49768,1.975070818,33.3310797,1868.312566
80626B,80626,25198.08381,0.099,1.670713202,123548,4.903071239,82.74369543,25136,0.997536169,16.83431159,114024,4.52510599,76.36519513,813087,32.26781076,544.5480549,1559365,61.88426913,1044.352176,49340,1.958085399,33.04443562,1797.887869
80627,80627,25198.08381,0.099,1.707132018,12997,0.515793189,8.894212801,,0,0,,0,0,69071,2.741121131,47.26722878,160696,6.377310323,109.9687944,,0,0,166.1302359
80627B,80627,25198.08381,0.099,1.707132018,12930,0.513134256,8.848362816,,0,0,,0,0,63415,2.516659619,43.39666883,154340,6.12506892,105.6192047,,0,0,157.8642364
80628,80628,25198.08381,0.098,1.748103187,62831,2.493483253,44.47822471,24070,0.955231365,17.03921422,46805,1.857482511,33.13337854,244822,9.71589752,173.3101165,706010,28.01840034,499.7862747,24234,0.961739797,17.15531024,784.9025189
80628B,80628,25198.08381,0.098,1.748103187,54693,2.170522188,38.71731381,,0,0,42258,1.677032282,29.91454568,226446,8.986635718,160.3016993,638330,25.33248182,451.8754305,21263,0.843834006,15.05213178,695.8611211
80629,80629,25198.08381,0.099,1.634294385,41174,1.634013138,26.97432825,,0,0,,0,0,72526,2.878234732,47.5139683,212253,8.423378603,139.0533369,,0,0,213.5416335
80629B,80629,25198.08381,0.099,1.634294385,43696,1.734100114,28.62656646,,0,0,,0,0,76760,3.046263382,50.2877893,225605,8.953260164,147.8006345,,0,0,226.7149903
80630,80630,25198.08381,0.1,1.646433991,87856,3.486614326,57.40480339,62873,2.495150047,41.08099849,,0,0,570633,22.64588864,372.8496082,856057,33.97309916,559.3446524,29098,1.154770348,19.01253152,1049.692594
80630B,80630,25198.08381,0.1,1.646433991,87673,3.479351869,57.28523183,61328,2.433835861,40.07150089,,0,0,566890,22.4973456,370.403945,847597,33.63735935,553.8169179,28979,1.150047766,18.93477733,1040.512373
80631,80631,25198.08381,0.102,1.655538695,123280,4.892435509,79.40800292,,0,0,85735,3.402441259,55.22424668,174811,6.937471965,112.6005224,431794,17.13598555,278.1302662,45974,1.824503813,29.61310453,554.9761427
80631B,80631,25198.08381,0.102,1.655538695,122761,4.871838705,79.0737009,,0,0,84921,3.370137215,54.69992713,174791,6.936678253,112.5876398,426078,16.9091429,274.448435,45573,1.808589905,29.35480952,550.1645124
80632,80632,25198.08381,0.097,1.749620637,43310,1.718781489,31.0022223,,0,0,,0,0,79821,3.167740873,57.1375753,188832,7.493903164,135.1699756,,0,0,223.3097732
80632B,80632,25198.08381,0.097,1.749620637,43103,1.710566578,30.85404728,,0,0,,0,0,78265,3.105990145,56.0237573,186389,7.396951348,133.421224,,0,0,220.2990286
80633,80633,25198.08381,0.101,1.737481032,85519,3.393869178,58.38399329,33236,1.318989184,22.69028404,33962,1.347800898,23.1859257,463009,18.37477022,316.0971755,776391,30.81150955,530.0436971,60523,2.401888987,41.31917382,991.7202494
80633B,80633,25198.08381,0.101,1.737481032,82374,3.269058101,56.23689546,31351,1.244181908,21.40339075,33335,1.322918054,22.75787154,450388,17.8738988,307.4807934,742620,29.47128859,506.9881675,58048,2.303667233,39.62948634,954.496605
80634,80634,25198.08381,0.102,1.783004552,145895,5.789924388,101.2104073,,0,0,69734,2.767432656,48.3759316,131905,5.234723441,91.50525222,279447,11.09000994,193.8582178,51175,2.030908397,35.50116586,470.4509747
80634B,80634,25198.08381,0.102,1.783004552,143861,5.709203965,99.79937902,,0,0,69648,2.764019698,48.31627161,126173,5.007245827,87.52884415,268252,10.64573013,186.0920126,49671,1.971221319,34.45780966,456.194317
80635,80635,25198.08381,0.097,1.761760243,48302,1.916891791,34.81550254,,0,0,,0,0,69739,2.767631084,50.26703515,137518,5.457478475,99.1213258,,0,0,184.2038635
80635B,80635,25198.08381,0.097,1.761760243,50426,2.001183915,36.34645628,,0,0,,0,0,72358,2.871567558,52.15477895,144337,5.72809429,104.0363793,,0,0,192.5376145
80636,80636,25198.08381,0.101,1.77693475,6166,0.244701147,4.305128422,,0,0,,0,0,16797,0.666598307,11.72773956,23767,0.943206641,16.59422433,,0,0,32.62709231
80636B,80636,25198.08381,0.101,1.77693475,5654,0.224382141,3.947647762,,0,0,,0,0,17592,0.698148325,12.28281207,26023,1.032737259,18.16937349,,0,0,34.39983332
80637,80637,25198.08381,0.099,1.761760243,132205,5.246629108,93.36669265,,0,0,12440,0.493688333,8.785459374,79407,3.151311052,56.07933863,204813,8.128118056,144.6443964,,0,0,302.875887
80637B,80637,25198.08381,0.099,1.761760243,132770,5.269051448,93.7657107,,0,0,,0,0,77250,3.065709305,54.55600777,207384,8.230149624,146.460105,,0,0,294.7818235
80639,80639,25198.08381,0.097,1.75569044,6306,0.250257125,4.529629291,,0,0,,0,0,35338,1.402408225,25.38345066,44191,1.753744465,31.74260197,,0,0,61.65568192
80639B,80639,25198.08381,0.097,1.75569044,6003,0.238232401,4.311982974,,0,0,,0,0,35893,1.42443371,25.78210976,44649,1.77192045,32.07158551,,0,0,62.16567824
80641,80641,25198.08381,0.099,1.754172989,44015,1.746759806,30.95069567,,0,0,,0,0,123229,4.890411546,86.65280647,173859,6.899691314,122.2550721,,0,0,239.8585742
80641B,80641,25198.08381,0.099,1.754172989,43898,1.742116596,30.868423,,0,0,,0,0,126588,5.023715333,89.01480549,176830,7.017597105,124.3442353,,0,0,244.2274638
80642,80642,25198.08381,0.1,1.786039454,65638,2.604880613,46.52419547,,0,0,,0,0,76791,3.047493634,54.42943865,193431,7.676417042,137.103837,,0,0,238.0574711
80642B,80642,25198.08381,0.1,1.786039454,65335,2.592855889,46.30942916,,0,0,,0,0,75610,3.000624991,53.59234619,189213,7.509023361,134.1141198,,0,0,234.0158952
80643,80643,25198.08381,0.098,1.761760243,79659,3.161311812,56.8313619,,0,0,,0,0,180847,7.177013989,129.0222235,454437,18.03458562,324.2103668,56417,2.238940089,40.24975137,550.3137036
80643B,80643,25198.08381,0.098,1.761760243,60357,2.395301185,43.06067751,14967,0.593973737,10.67795219,,0,0,125220,4.96942549,89.33608427,352788,14.0005884,251.6906125,13782,0.546946351,9.832534047,404.5978605
80645,80645,25198.08381,0.101,1.738998483,42732,1.695843236,29.19870114,,0,0,,0,0,127176,5.047050441,86.89913918,214042,8.494376065,146.2545256,,0,0,262.3523659
80645B,80645,25198.08381,0.101,1.738998483,50864,2.018566189,34.75528256,15127,0.600323426,10.33625274,,0,0,214636,8.517949286,146.6604048,329678,13.08345517,225.2684029,23661,0.938999972,16.16752007,433.1878631
80646,80646,25198.08381,0.1,1.75569044,75517,2.996934234,52.61688784,,0,0,,0,0,180799,7.175109082,125.9727042,276433,10.97039767,192.6062232,,0,0,371.1958152
80646B,80646,25198.08381,0.1,1.75569044,75821,3.008998643,52.82870152,,0,0,,0,0,181758,7.213167531,126.6408928,276060,10.95559496,192.3463334,,0,0,371.8159277
80647,80647,25198.08381,0.1,1.735963581,22129,0.878201698,15.24526165,,0,0,,0,0,,0,0,,0,0,,0,0,15.24526165
80647B,80647,25198.08381,0.1,1.735963581,22955,0.910981969,15.81431521,,0,0,,0,0,,0,0,,0,0,,0,0,15.81431521
80648,80648,25198.08381,0.099,1.734446131,231305,9.179467841,160.8211361,99848,3.96252353,69.42205659,97366,3.864023976,67.69637812,857593,34.03405618,596.2650206,1389620,55.14784419,966.1713633,255923,10.15644689,177.9374749,2038.31343
80649,80649,25198.08381,0.099,1.652503794,27136,1.076907284,17.97569063,,0,0,,0,0,140249,5.565859732,92.90509416,255969,10.15827243,169.5614517,,0,0,280.4422365
80650,80650,25198.08381,0.097,1.763277693,237049,9.407421682,171.0092454,,0,0,,0,0,,0,0,28620,1.135800651,20.64672116,,0,0,191.6559666
80651,80651,25198.08381,0.101,1.779969651,6909,0.274187516,4.832133234,,0,0,,0,0,,0,0,,0,0,,0,0,4.832133234
80652,80652,25198.08381,0.102,1.770864947,81679,3.241476638,56.27664073,,0,0,,0,0,16052,0.637032566,11.05979061,26111,1.036229588,17.99041818,,0,0,85.32684952
80653,80653,25198.08381,0.103,1.763277693,69408,2.754495164,47.15475611,,0,0,,0,0,146241,5.803655591,99.35394607,104028,4.128409159,70.67506583,39153,1.553808627,26.59996205,243.7837301
80654,80654,25198.08381,0.099,1.754172989,6044,0.239859509,4.250051224,,0,0,,0,0,,0,0,,0,0,,0,0,4.250051224
80656,80656,25198.08381,0.1,1.770864947,171452,6.804168177,120.4926292,27516,1.091987796,19.3376291,67144,2.664647062,47.18730078,1376179,54.61443062,967.1478078,1511537,59.98618829,1062.274381,91491,3.630871327,64.29782759,2280.737576
80657,80657,25198.08381,0.099,1.720789074,19120,0.758787856,13.18902882,,0,0,,0,0,36617,1.453166053,25.25850775,63970,2.538685103,44.12668272,,0,0,82.57421929
80658,80658,16037.20153,0.102,1.474962064,4386,0.273489112,3.954765339,,0,0,,0,0,,0,0,12360,0.77070803,11.14475595,,0,0,15.09952129
80658B,80658,16037.20153,0.102,1.474962064,4525,0.282156459,4.08009876,,0,0,,0,0,,0,0,12634,0.787793305,11.39181607,,0,0,15.47191483
80659,80659,16037.20153,0.101,1.567526555,133618,8.331752879,129.3093454,77656,4.842241326,75.15189967,72286,4.507394876,69.95506103,694973,43.33505436,672.5628563,1448934,90.34830656,1402.211582,51831,3.23192297,50.15965427,2399.350399
80659B,80659,16037.20153,0.101,1.567526555,138823,8.656310751,134.3465047,75524,4.709300427,73.08864828,71322,4.447284638,69.02214624,689164,42.97283406,666.9411737,1409323,87.87836192,1363.877881,59739,3.725026458,57.8126524,2365.089006
80665,80665,16037.20153,0.091,1.611532625,76165,4.749269994,84.10553341,,0,0,,0,0,14659,0.914062218,16.18726468,115400,7.195769149,127.4309533,,0,0,227.7237514
80665B,80665,16037.20153,0.091,1.611532625,73356,4.574114746,81.00368291,,0,0,,0,0,15098,0.941436071,16.67203234,110342,6.880377465,121.8456347,,0,0,219.52135
80666,80666,16037.20153,0.101,1.620637329,5809,0.362220303,5.812155889,,0,0,,0,0,18175,1.133302464,18.18487404,16394,1.022248175,16.40290646,,0,0,40.39993639
80666B,80666,16037.20153,0.101,1.620637329,6240,0.389095316,6.243390041,,0,0,,0,0,18231,1.136794345,18.24090446,16619,1.036278055,16.6280287,,0,0,41.1123232
80667,80667,16037.20153,0.101,1.620637329,16977,1.058601151,16.98622319,,0,0,,0,0,,0,0,,0,0,,0,0,16.98622319
80667B,80667,16037.20153,0.101,1.620637329,17545,1.094018802,17.55453177,,0,0,,0,0,,0,0,,0,0,,0,0,17.55453177
80670,80670,16037.20153,0.101,1.652503794,117981,7.356707453,120.3662077,,0,0,,0,0,45963,2.866023721,46.89222843,415044,25.88007635,423.4348945,13154,0.820217915,13.41993283,604.1132635
80670B,80670,16037.20153,0.101,1.652503794,121229,7.559236553,123.6798721,,0,0,,0,0,47755,2.977763914,48.72045708,423946,26.43516073,432.5168652,13415,0.836492575,13.68620944,618.6034038
80671,80671,16037.20153,0.102,1.655538695,4634,0.288953156,4.68993266,,0,0,,0,0,,0,0,,0,0,,0,0,4.68993266
80671B,80671,16037.20153,0.102,1.655538695,4464,0.278352803,4.51788075,,0,0,,0,0,,0,0,,0,0,,0,0,4.51788075
80672,80672,16037.20153,0.099,1.670713202,24489,1.527012051,25.76968882,,0,0,,0,0,,0,0,12674,0.790287506,13.33680575,,0,0,39.10649457
80672B,80672,16037.20153,0.099,1.670713202,25526,1.591674205,26.86092028,,0,0,,0,0,,0,0,12377,0.771768066,13.0242737,,0,0,39.88519398
80673,80673,16037.20153,0.098,1.691957511,164495,10.25708879,177.0873308,61838,3.855909642,66.57178859,348826,21.75105173,375.5291362,1585604,98.87036695,1706.984286,3356836,209.3155713,3613.806664,137913,8.599567684,148.4704402,6088.449646
80673B,80673,16037.20153,0.098,1.691957511,166059,10.35461204,178.7710573,61962,3.863641664,66.70528097,346687,21.61767434,373.2263927,1553358,96.85966702,1672.269808,3335735,207.9998181,3591.090352,158274,9.869178218,170.3901043,6052.452995
80674,80674,16037.20153,0.102,1.66616085,28294,1.764272897,28.8192395,11600,0.723318216,11.81533817,,0,0,,0,0,16003,0.997867363,16.30007386,,0,0,56.93465153
80674B,80674,16037.20153,0.102,1.66616085,28304,1.764896447,28.82942514,12316,0.767964409,12.54462973,,0,0,,0,0,15843,0.98789056,16.13710368,,0,0,57.51115855
80675,80675,16037.20153,0.097,1.701062215,180477,11.2536467,197.3520947,161294,10.05749037,176.3754315,32468,2.024542745,35.50384708,1328448,82.83539978,1452.661533,2699004,168.2964447,2951.368279,48386,3.017109931,52.91022375,4866.171409
80675B,80675,16037.20153,0.097,1.701062215,192304,11.9911195,210.2849516,170627,10.63944976,186.5810926,31792,1.982390752,34.76463922,1404171,87.55710886,1535.464841,2797095,174.4129108,3058.631057,62526,3.898809895,68.37235255,5094.098934
80676,80676,16037.20153,0.102,1.673748103,5026,0.313396324,5.142612767,,0,0,,0,0,,0,0,,0,0,,0,0,5.142612767
80676B,80676,16037.20153,0.102,1.673748103,5228,0.325992037,5.349299551,,0,0,,0,0,,0,0,,0,0,,0,0,5.349299551
80677,80677,16037.20153,0.098,1.687405159,179038,11.16391782,192.2250259,,0,0,16560,1.032599108,17.77972513,28984,1.80729786,31.1188136,306928,19.13850116,329.534751,17919,1.117339579,19.23882214,589.8971377
80677B,80677,16037.20153,0.098,1.687405159,179858,11.21504894,193.1054229,,0,0,16036,0.999925079,17.21712997,28796,1.795575116,30.91696648,306172,19.09136076,328.7230679,18069,1.126692832,19.39987038,589.3624576
80683,80683,16037.20153,0.101,1.672230653,4773,0.297620504,4.927625044,,0,0,,0,0,,0,0,,0,0,,0,0,4.927625044
80683B,80683,16037.20153,0.101,1.672230653,4893,0.305103106,5.051512537,,0,0,,0,0,,0,0,,0,0,,0,0,5.051512537
80684,80684,16037.20153,0.098,1.690440061,153862,9.594067876,165.4918029,,0,0,,0,0,55253,3.445301844,59.42934958,105954,6.606763644,113.962632,,0,0,338.8837844
80684B,80684,16037.20153,0.098,1.690440061,140994,8.791683496,151.6511631,,0,0,,0,0,53238,3.319656482,57.26204392,95551,5.958084385,102.7733115,,0,0,311.6865185
80685,80685,16037.20153,0.1,1.699544765,12633,0.78773095,13.38784013,,0,0,,0,0,,0,0,26448,1.649165533,28.02830647,,0,0,41.4161466
80685B,80685,16037.20153,0.1,1.699544765,12806,0.798518369,13.57117713,,0,0,,0,0,,0,0,26543,1.655089259,28.12898286,,0,0,41.70015999
80686,80686,16037.20153,0.102,1.684370258,16674,1.039707581,17.16914241,,0,0,,0,0,41621,2.59527823,42.85695551,56227,3.506035632,57.89668767,,0,0,117.9227856
80686B,80686,16037.20153,0.102,1.684370258,16612,1.035841569,17.10530129,,0,0,,0,0,41660,2.597710076,42.89711364,58055,3.620020606,59.77897101,,0,0,119.7813859
80688,80688,16037.20153,0.1,1.713201821,4763,0.296996954,5.088157219,,0,0,,0,0,,0,0,,0,0,,0,0,5.088157219
80688B,80688,16037.20153,0.1,1.713201821,4896,0.305290171,5.230236772,,0,0,,0,0,,0,0,,0,0,,0,0,5.230236772
80689,80689,16037.20153,0.1,1.702579666,10464,0.652482915,11.10904143,,0,0,,0,0,,0,0,17996,1.122140915,19.10534305,,0,0,30.21438448
80689B,80689,16037.20153,0.1,1.702579666,5308,0.330980439,5.635205651,,0,0,,0,0,18136,1.130870618,19.25397319,33379,2.081348167,35.43661067,,0,0,60.32578951
80690,80690,16037.20153,0.099,1.696509863,8664,0.540243881,9.257869428,,0,0,,0,0,,0,0,,0,0,,0,0,9.257869428
80690B,80690,16037.20153,0.099,1.696509863,9116,0.56842835,9.740851536,,0,0,,0,0,,0,0,,0,0,,0,0,9.740851536
80691,80691,16037.20153,0.097,1.71016692,4484,0.279599904,4.929510368,,0,0,,0,0,,0,0,,0,0,,0,0,4.929510368
